ParName   Value   Gradient
mean_log_rec      13.7683  -3.612e-005
log_Rzero      13.7858 -1.89453e-006
rec_dev(-11)    -0.199491 -9.48221e-006
rec_dev(-10)    -0.235147 -1.24208e-005
rec_dev(-9)     0.170088 -2.40804e-005
rec_dev(-8)   -0.0427543 -2.1285e-005
rec_dev(-7)     0.115663 -3.19037e-005
rec_dev(-6)    -0.123199 -2.12543e-005
rec_dev(-5)   -0.0460901 -2.84155e-005
rec_dev(-4)   -0.0790052 -2.96202e-005
rec_dev(-3)    0.0180402 -3.52332e-005
rec_dev(-2)     0.256752 -4.32323e-005
rec_dev(-1)    0.0111775 -3.27126e-005
rec_dev(0)    0.0460703 -2.82993e-005
rec_dev(1)     0.105097 -2.48163e-005
rec_dev(2)     0.311283 -2.55196e-005
rec_dev(3)    -0.285082 -1.18245e-005
rec_dev(4)   -0.0555369 -1.1628e-005
rec_dev(5)    -0.413045 -6.3419e-006
rec_dev(6)     0.252083 -1.18032e-005
rec_dev(7)     0.435655 -1.18965e-005
rec_dev(8)   0.00246843 -7.19731e-006
rec_dev(9)      0.58329 -1.09499e-005
rec_dev(10)     0.324709 -7.55463e-006
rec_dev(11)   -0.0582443 -5.54746e-006
rec_dev(12)     0.685078 -9.21677e-006
rec_dev(13)    -0.246993 -5.06432e-006
rec_dev(14)    -0.198257 -4.92864e-006
rec_dev(15)     0.536405 -1.56987e-005
rec_dev(16)    -0.616507 -6.72196e-006
rec_dev(17)    -0.635299 -8.17419e-006
rec_dev(18)   -0.0221861 -1.43502e-005
rec_dev(19)     0.303317 -2.52198e-005
rec_dev(20)    -0.424464 -1.56136e-005
rec_dev(21)    0.0492943 -2.76431e-005
rec_dev(22)      -1.2859 -7.1949e-006
rec_dev(23)   -0.0521573 -3.02028e-005
rec_dev(24)     0.309933 -4.56489e-005
rec_dev(25)     0.513697 -6.92758e-005
rec_dev(26)    -0.012797 -4.46078e-005
rec_dev(27)     -0.18252 -3.98325e-005
rec_dev(28)    -0.838638 -1.43396e-005
rec_dev(29)   0.00191284 -2.56311e-005
rec_dev(30)    -0.151014 -9.79354e-006
fmort(1,1)   0.00913444 -0.000247767
fmort(1,2)    0.0264473 -0.000117408
fmort(1,3)    0.0434117 -7.06297e-005
fmort(1,4)    0.0592336 -2.90908e-005
fmort(1,5)    0.0469944 -3.48235e-005
fmort(1,6)    0.0834075 -2.91153e-005
fmort(1,7)    0.0855374 -2.10531e-005
fmort(1,8)     0.179839 8.52155e-006
fmort(1,9)     0.105068 -8.89584e-006
fmort(1,10)     0.128596 -1.37876e-005
fmort(1,11)     0.147695 3.54907e-007
fmort(1,12)     0.158731 -1.35781e-006
fmort(1,13)     0.115112 -1.15082e-006
fmort(1,14)     0.167912 -3.4624e-006
fmort(1,15)      0.17823 -1.17957e-005
fmort(1,16)     0.159621 6.91688e-006
fmort(1,17)      0.31328  9.9941e-006
fmort(1,18)     0.258703 8.39006e-006
fmort(1,19)     0.258268 2.14402e-005
fmort(1,20)     0.253601 -8.03571e-006
fmort(1,21)     0.355614 6.28343e-006
fmort(1,22)     0.263288 -9.83187e-007
fmort(1,23)     0.439453 7.20132e-006
fmort(1,24)     0.363646 5.64737e-006
fmort(1,25)     0.364478 -5.64927e-007
fmort(1,26)     0.338336 1.16937e-005
fmort(1,27)       0.3353 1.79995e-005
fmort(1,28)     0.483224 1.28939e-005
fmort(1,29)     0.379718 -2.52101e-006
fmort(1,30)     0.624375 -4.70336e-005
logsel_slope_fsh[1](1)   -0.0148986 -1.6258e-006
sel50_fsh[1](1)      1.94688 -4.49677e-008
rec_dev_future(31)            0            0
rec_dev_future(32)            0            0
rec_dev_future(33)            0            0
rec_dev_future(34)            0            0
rec_dev_future(35)            0            0
log_q_ind[1]     -14.9072 -1.17984e-007
logsel_slope_ind[1](1)      0.66814 1.19736e-006
sel50_ind[1](1)      1.45933 -6.58316e-007
repl_F    0.0293747 -2.6086e-007
