ParName   Value   Gradient
SR_parm[1]      6.86775 -0.000347407
recdev_early(-11)    0.0919691 8.93322e-005
recdev_early(-10)    -0.252805 1.78795e-005
recdev_early(-9)    0.0181637 2.29014e-005
recdev_early(-8)     0.076899 2.97403e-005
recdev_early(-7)    0.0691015 2.97298e-005
recdev_early(-6)    -0.133739 3.15765e-005
recdev_early(-5)   -0.0319698 2.51565e-005
recdev_early(-4)    0.0284386 2.54861e-005
recdev_early(-3)    0.0838455 3.13101e-005
recdev_early(-2)     0.221708 2.41615e-005
recdev_early(-1)   0.00735938 -2.27465e-005
recdev_early(0)    0.0901901 -2.71981e-005
recdev1(1)   -0.0173465 2.58033e-005
recdev1(2)    -0.170144 -1.1521e-005
recdev1(3)    -0.120494 -2.00639e-005
recdev1(4)    -0.279845 -3.94635e-005
recdev1(5)     0.132618 -3.60251e-005
recdev1(6)     0.115316 -4.08379e-005
recdev1(7)   -0.0867485 -8.50883e-005
recdev1(8)     0.305147 -5.37618e-005
recdev1(9)     0.236186 -8.27072e-005
recdev1(10)   -0.0236774 -6.04003e-005
recdev1(11)    -0.208384 -2.72287e-005
recdev1(12)    -0.208745 -2.29325e-005
recdev1(13)    0.0458961 8.29313e-006
recdev1(14)    -0.197592 1.49435e-005
recdev1(15)   -0.0374717 8.87049e-006
recdev1(16)    0.0737996 2.79232e-005
recdev1(17)     0.294851 1.82684e-005
recdev1(18)     0.238138 5.02152e-006
recdev1(19)     0.363262 2.33985e-005
recdev1(20)     0.208871 2.37144e-005
recdev1(21)    -0.210137 4.05365e-005
recdev1(22)      0.11845 3.00732e-005
recdev1(23)    0.0501741 1.27014e-005
recdev1(24)   -0.0293844 -1.42472e-005
recdev1(25)    0.0211334 6.82881e-006
recdev1(26)    -0.311005 1.71484e-005
recdev1(27)    -0.199491 2.79761e-005
recdev1(28)    -0.450714  5.5691e-005
recdev1(29)     0.336493  7.9071e-005
recdev1(30)    0.0108461 6.82884e-005
init_F[1]   0.00539559 -1.10156e-005
F_rate[1]   0.00928308  0.000195137
F_rate[2]    0.0269765  0.000112179
F_rate[3]    0.0437026 7.95044e-005
F_rate[4]    0.0595344 5.22621e-005
F_rate[5]    0.0473022 4.32879e-005
F_rate[6]    0.0864985 2.54947e-005
F_rate[7]     0.087475 1.76395e-005
F_rate[8]     0.183113 4.02054e-005
F_rate[9]     0.108225 8.13718e-006
F_rate[10]     0.131922 9.13611e-006
F_rate[11]     0.149987 1.26304e-006
F_rate[12]     0.164616 -1.84745e-005
F_rate[13]     0.118095 -3.26785e-005
F_rate[14]     0.173126 -2.86649e-005
F_rate[15]      0.18309 -1.74929e-005
F_rate[16]     0.165725 -1.62481e-005
F_rate[17]     0.325546 -5.70049e-006
F_rate[18]     0.270656 -3.32782e-006
F_rate[19]     0.268472 -7.79663e-006
F_rate[20]     0.262541 -1.12256e-005
F_rate[21]     0.356924 2.35545e-006
F_rate[22]     0.254436 1.34825e-006
F_rate[23]     0.416237 1.41038e-006
F_rate[24]     0.339591 1.05259e-005
F_rate[25]      0.33829 1.53678e-005
F_rate[26]     0.307048 1.41494e-005
F_rate[27]     0.303768 1.55817e-005
F_rate[28]     0.430614 1.03564e-005
F_rate[29]     0.337801 -1.48852e-005
F_rate[30]       0.5286 -2.93771e-005
Q_parm[1]     -7.95822 -1.50374e-006
selparm[1]      2.03201 -4.0502e-005
selparm[2]      3.02515 1.10758e-005
selparm[3]      1.47248 -5.76153e-006
selparm[4]      1.38613 7.89813e-006
