ParName   Value   Gradient
SR_parm[1]      6.99113 4.28334e-005
recdev_early(-11)   -0.0540447 1.45012e-005
recdev_early(-10)     0.215262 6.12398e-006
recdev_early(-9)    0.0576635 -1.51735e-006
recdev_early(-8)    -0.053473 5.27769e-006
recdev_early(-7)   -0.0212409 8.15059e-006
recdev_early(-6)     -0.13374 1.06952e-005
recdev_early(-5)   -0.0376148 8.55205e-006
recdev_early(-4)   -0.0493189 9.61752e-006
recdev_early(-3) -5.98521e-005 1.12045e-005
recdev_early(-2)   -0.0456852  9.9293e-006
recdev_early(-1)   -0.0812779 1.08978e-005
recdev_early(0)   -0.0493549 1.04338e-005
recdev1(1)     0.165971 4.70848e-006
recdev1(2)    -0.067674 5.18291e-006
recdev1(3)     -0.19897 4.34858e-006
recdev1(4)    0.0791533 4.31314e-006
recdev1(5)     0.197199 6.01642e-006
recdev1(6)     0.253079 5.74594e-006
recdev1(7)     0.107197 4.60181e-006
recdev1(8)   0.00735432 5.08704e-006
recdev1(9)    -0.138494   4.072e-006
recdev1(10)     0.265644 4.62925e-006
recdev1(11)  -0.00472869 1.56487e-006
recdev1(12)   -0.0784434 1.95803e-006
recdev1(13)    0.0236933 9.77122e-007
recdev1(14)    -0.236449 5.49692e-007
recdev1(15)     0.174455 -4.19203e-006
recdev1(16)    -0.134165 -3.62529e-006
recdev1(17)   -0.0512177 -5.5015e-006
recdev1(18)   -0.0939451 -3.09038e-006
recdev1(19)     0.155841 -6.1229e-006
recdev1(20)    -0.281591 -3.20843e-006
recdev1(21)    -0.283073 -8.8875e-008
recdev1(22)    0.0523637 2.13581e-006
recdev1(23)     0.432041 4.95387e-006
recdev1(24)   -0.0379258 -1.0193e-006
recdev1(25)   -0.0902252 -3.86163e-006
recdev1(26)   -0.0928042 -5.65406e-006
recdev1(27)   -0.0325674 -5.44217e-006
recdev1(28)    -0.117293 -3.49809e-006
recdev1(29)    0.0333415 -4.28405e-006
recdev1(30)  -0.00776627 -2.54328e-006
init_F[1]    0.0239125 -4.72306e-006
F_rate[1]   0.00996122 1.88495e-005
F_rate[2]    0.0283549 1.24697e-005
F_rate[3]    0.0463811 8.13097e-006
F_rate[4]    0.0636859 3.45015e-006
F_rate[5]    0.0504887 5.14534e-006
F_rate[6]    0.0906699 4.72779e-007
F_rate[7]     0.091737 -5.22821e-007
F_rate[8]     0.194723  -1.501e-006
F_rate[9]     0.114158 8.52086e-007
F_rate[10]     0.137774 2.40329e-006
F_rate[11]     0.155101 2.25091e-006
F_rate[12]      0.16733 2.52635e-006
F_rate[13]     0.120188 4.44333e-006
F_rate[14]     0.174816  3.6987e-006
F_rate[15]     0.186971  3.3888e-006
F_rate[16]      0.16696 2.77592e-006
F_rate[17]     0.325166 1.00575e-006
F_rate[18]     0.269136 5.18248e-007
F_rate[19]     0.265487 1.74618e-007
F_rate[20]     0.260312 -1.78897e-007
F_rate[21]     0.362302 3.86087e-007
F_rate[22]     0.264271 -1.04001e-007
F_rate[23]     0.432892 -7.32967e-007
F_rate[24]     0.352869 -2.66884e-006
F_rate[25]     0.351851 -1.42361e-006
F_rate[26]     0.320647 9.38013e-007
F_rate[27]     0.310724 3.63158e-006
F_rate[28]     0.444623 1.85281e-006
F_rate[29]     0.347085 2.56717e-007
F_rate[30]      0.55321 -1.0898e-006
Q_parm[1]     -7.98496 3.29026e-007
selparm[1]      2.07628 -2.57565e-007
selparm[2]      3.05043 -1.60362e-006
selparm[3]      1.48171 2.34578e-006
selparm[4]      1.63656 -6.58386e-007
