ParName   Value   Gradient
mean_log_rec      13.7545 -2.1384e-005
log_Rzero      13.8176 -9.19044e-007
rec_dev(-11)    -0.116781 -5.46854e-006
rec_dev(-10)    -0.139448 -7.71625e-006
rec_dev(-9)     0.032292 6.08927e-007
rec_dev(-8)     -0.11473 -6.9407e-006
rec_dev(-7)    0.0473616 -1.18392e-005
rec_dev(-6)  -0.00275949 -1.15693e-005
rec_dev(-5)    0.0564559 -1.33844e-005
rec_dev(-4)    0.0476676 -1.35159e-005
rec_dev(-3)    0.0453879 -1.52635e-005
rec_dev(-2)    0.0609511 -1.68121e-005
rec_dev(-1)   -0.0109681 -1.48474e-005
rec_dev(0)   0.00435927 -1.61019e-005
rec_dev(1)    0.0876879 -1.3176e-005
rec_dev(2)   -0.0192233 -8.89828e-006
rec_dev(3)    0.0358755 -1.32991e-005
rec_dev(4)    0.0528745 -7.65619e-006
rec_dev(5)     0.286288 -1.34638e-005
rec_dev(6)     0.139094 -1.15305e-005
rec_dev(7)    -0.017564 -1.36927e-005
rec_dev(8)     0.306698 -1.71333e-005
rec_dev(9)     0.123508 -1.48539e-005
rec_dev(10)     0.243837 -1.73173e-005
rec_dev(11)     0.122227 -1.54591e-005
rec_dev(12)   -0.0663655 -1.22177e-005
rec_dev(13)    -0.107685 -1.04998e-005
rec_dev(14)     0.148037 -1.35496e-005
rec_dev(15)    0.0758076 -1.12459e-005
rec_dev(16)   -0.0359979 -9.99524e-006
rec_dev(17)   -0.0691398 -9.90287e-006
rec_dev(18)    -0.182907 -9.70971e-006
rec_dev(19)     0.102969 -1.27115e-005
rec_dev(20)    -0.186926 -9.11567e-006
rec_dev(21)    -0.311111 -1.15031e-005
rec_dev(22)    -0.447651 -1.18791e-005
rec_dev(23)     -0.20698 -1.58729e-005
rec_dev(24)   -0.0636553 -2.31883e-005
rec_dev(25)     0.128732 -3.05833e-005
rec_dev(26)   -0.0399205 -2.14559e-005
rec_dev(27)    -0.135928 -1.12979e-005
rec_dev(28)    -0.331595 -2.77569e-006
rec_dev(29)    -0.289141 -1.44019e-006
rec_dev(30)   -0.0829313 1.42239e-006
fmort(1,1)   0.00920457 -7.65702e-005
fmort(1,2)    0.0266418 -5.46085e-005
fmort(1,3)     0.044431 -1.0602e-005
fmort(1,4)     0.060024 -2.01231e-005
fmort(1,5)    0.0481251 -1.72397e-005
fmort(1,6)    0.0865688  6.0233e-007
fmort(1,7)    0.0868723  -4.606e-007
fmort(1,8)     0.183903 -1.58783e-006
fmort(1,9)     0.106569 -2.5246e-007
fmort(1,10)     0.130343 3.12313e-006
fmort(1,11)     0.147985 1.66097e-006
fmort(1,12)     0.156824 -2.24027e-006
fmort(1,13)     0.113533 -9.82169e-006
fmort(1,14)     0.165199 -4.6306e-006
fmort(1,15)     0.175666 -6.41498e-006
fmort(1,16)     0.160543 -1.26871e-005
fmort(1,17)     0.313564 6.43097e-006
fmort(1,18)     0.255194 -3.05987e-006
fmort(1,19)     0.253333 -4.35234e-006
fmort(1,20)     0.250251 1.79465e-006
fmort(1,21)     0.350978 -2.52393e-006
fmort(1,22)     0.253655 -5.76111e-007
fmort(1,23)     0.425086 4.92374e-006
fmort(1,24)     0.351577 2.45281e-006
fmort(1,25)     0.348972 1.00064e-005
fmort(1,26)     0.320026 5.73444e-007
fmort(1,27)     0.311347 -1.01589e-005
fmort(1,28)     0.439791 -9.87694e-006
fmort(1,29)     0.338788 6.48645e-006
fmort(1,30)     0.526797 -8.31616e-006
logsel_slope_fsh[1](1)    0.0430229 -1.30461e-006
sel50_fsh[1](1)      2.02634 -5.66148e-007
rec_dev_future(31)            0            0
rec_dev_future(32)            0            0
rec_dev_future(33)            0            0
rec_dev_future(34)            0            0
rec_dev_future(35)            0            0
log_q_ind[1]     -14.9149 3.98937e-007
logsel_slope_ind[1](1)     0.713825 -1.37563e-007
sel50_ind[1](1)      1.46074 5.57419e-007
repl_F    0.0668748 -1.15732e-007
