ParName   Value   Gradient
SR_parm[1]      7.05024  -0.00010552
recdev_early(-11)     0.216262 -5.07043e-005
recdev_early(-10)     0.134427 -1.35807e-005
recdev_early(-9)  -0.00775115 -1.81556e-005
recdev_early(-8)    -0.233016 -3.89241e-006
recdev_early(-7)     -0.11282 -5.71594e-006
recdev_early(-6)    -0.167455 -2.07358e-005
recdev_early(-5)   0.00450369 -3.01037e-005
recdev_early(-4)    -0.214855 -1.4946e-005
recdev_early(-3)   -0.0503209 -2.52822e-005
recdev_early(-2)   -0.0655388 -1.69652e-005
recdev_early(-1)   -0.0840521 1.83794e-007
recdev_early(0)   -0.0824481 -2.05162e-005
recdev1(1)    -0.494675 1.08662e-005
recdev1(2)    -0.225086 1.46812e-005
recdev1(3)     0.422601 -4.71483e-005
recdev1(4)    0.0721904 -1.98506e-005
recdev1(5)     0.467182 -2.23855e-005
recdev1(6)    -0.359892 -2.43447e-005
recdev1(7)    0.0137756  4.3121e-006
recdev1(8)    -0.616824 -1.99226e-006
recdev1(9)     0.418074 -8.55206e-007
recdev1(10)    -0.626219 2.16825e-005
recdev1(11)    -0.779648 2.44965e-005
recdev1(12)     0.616261 -1.84212e-005
recdev1(13)     0.430344 -3.79276e-005
recdev1(14)    -0.225554 -3.05419e-005
recdev1(15)     0.274583 -1.67866e-005
recdev1(16)    -0.660358 -5.18879e-005
recdev1(17)    -0.408599 -1.77848e-005
recdev1(18)    0.0614087 -1.02926e-005
recdev1(19)     0.107006 8.44454e-006
recdev1(20)    -0.308012 3.73692e-005
recdev1(21)     0.397105 3.52976e-005
recdev1(22)      0.19285 3.52092e-005
recdev1(23)     0.486039 3.22802e-005
recdev1(24)     0.543087 1.98567e-005
recdev1(25)    -0.545503 2.71007e-005
recdev1(26)     0.725266 1.37461e-006
recdev1(27)     0.177951 2.19503e-006
recdev1(28)    0.0217984 6.70215e-006
recdev1(29)    -0.141663 1.07732e-005
recdev1(30)   -0.0354881 7.54725e-006
init_F[1]     0.020287  1.2485e-005
F_rate[1]   0.00881671 -5.26864e-005
F_rate[2]    0.0255069 -2.82917e-005
F_rate[3]    0.0421424 -1.01199e-005
F_rate[4]    0.0578397 5.50552e-006
F_rate[5]    0.0462333 -9.46753e-006
F_rate[6]    0.0832143 -9.62811e-006
F_rate[7]    0.0851729 -1.0887e-005
F_rate[8]     0.177567 -8.65118e-006
F_rate[9]     0.104685 -1.17234e-005
F_rate[10]      0.12716 -1.03286e-005
F_rate[11]     0.146436 -1.60647e-005
F_rate[12]     0.155204 -1.26877e-005
F_rate[13]     0.112268 6.31521e-006
F_rate[14]     0.163627 1.25243e-005
F_rate[15]     0.173178 1.25433e-005
F_rate[16]     0.154679 1.33671e-005
F_rate[17]     0.304256 1.21438e-005
F_rate[18]     0.247671 1.19789e-005
F_rate[19]     0.247369 4.63735e-006
F_rate[20]     0.241745 -8.46804e-006
F_rate[21]     0.338149 -1.89332e-005
F_rate[22]     0.245261 -2.22338e-005
F_rate[23]     0.401512 -8.10875e-007
F_rate[24]     0.327037 -1.42129e-005
F_rate[25]     0.323989 7.04219e-006
F_rate[26]     0.300457 1.67904e-005
F_rate[27]     0.297639  1.0221e-005
F_rate[28]     0.421393 -3.0831e-005
F_rate[29]      0.31913 2.66896e-005
F_rate[30]     0.488034 -2.56353e-006
Q_parm[1]     -8.10702 1.21218e-007
selparm[1]      1.85896 -1.22555e-007
selparm[2]      2.81296 -1.67723e-006
selparm[3]      1.52375 -1.09184e-006
selparm[4]      1.44807 6.05574e-007
