ParName   Value   Gradient
SR_parm[1]      6.90244 -0.000391885
recdev_early(-11)   -0.0423912 -0.000313821
recdev_early(-10)     0.200851 -9.33995e-005
recdev_early(-9)    -0.119761  -9.151e-005
recdev_early(-8)     0.155515  -0.00012875
recdev_early(-7)   -0.0860673 -0.000132982
recdev_early(-6)    -0.180428 -0.000105701
recdev_early(-5)   0.00647184 -0.000158246
recdev_early(-4)  -0.00526165 -0.000168902
recdev_early(-3)  0.000853679 -0.000170533
recdev_early(-2)    -0.012728 -0.000145495
recdev_early(-1)    0.0752915 -0.000142421
recdev_early(0)    0.0278325 -0.000105316
recdev1(1)  -0.00714547 -8.67159e-005
recdev1(2)    -0.216395 -6.1346e-005
recdev1(3)     0.239854 -0.000106002
recdev1(4)  -0.00276197 -5.09452e-005
recdev1(5)     0.120378 -4.37752e-005
recdev1(6)     0.140483 -4.18134e-005
recdev1(7)    0.0261018 -1.56599e-005
recdev1(8)     0.112007 -1.19501e-005
recdev1(9)    0.0649287 8.48949e-006
recdev1(10)    -0.243061 4.87131e-005
recdev1(11)     -0.19495 5.76505e-005
recdev1(12)     0.300703   2.841e-005
recdev1(13)     0.115639 3.45629e-005
recdev1(14)     0.181314 4.48873e-005
recdev1(15)    0.0673492 6.10334e-005
recdev1(16)    -0.104701 8.90417e-005
recdev1(17)   -0.0859532  0.000121061
recdev1(18)     -0.23204  0.000129766
recdev1(19)    0.0419434 6.86066e-005
recdev1(20)   -0.0851592 4.65244e-005
recdev1(21)   -0.0310293 3.59329e-006
recdev1(22)    0.0108719 -2.14377e-005
recdev1(23)   -0.0700653 -5.56879e-005
recdev1(24)    0.0473389 -4.52105e-005
recdev1(25)    0.0765102 -4.33187e-005
recdev1(26)    -0.544763 -6.90671e-005
recdev1(27)     0.187127 -3.77137e-005
recdev1(28)      0.17653 -2.45732e-005
recdev1(29)   -0.0945519 -9.30303e-006
recdev1(30)   0.00349797 -1.88898e-005
init_F[1]   0.00995501 6.78181e-005
F_rate[1]   0.00987033 -0.000516519
F_rate[2]    0.0190898 -0.000303339
F_rate[3]    0.0341837 -0.000182439
F_rate[4]    0.0489312 -0.000123381
F_rate[5]    0.0732765 -7.78428e-005
F_rate[6]    0.0841213 -6.51504e-005
F_rate[7]    0.0727313 -6.44729e-005
F_rate[8]     0.139141 -3.85109e-005
F_rate[9]      0.11168 -3.81661e-005
F_rate[10]     0.177527 -1.00758e-006
F_rate[11]     0.164952 -2.25915e-005
F_rate[12]     0.215576 -1.57752e-005
F_rate[13]      0.19965 7.16556e-006
F_rate[14]      0.21806 -1.85281e-005
F_rate[15]     0.246614 -2.66372e-005
F_rate[16]     0.281043 -3.65192e-005
F_rate[17]     0.185465 -2.87254e-005
F_rate[18]     0.179888 -1.19412e-005
F_rate[19]     0.300167 -2.53093e-005
F_rate[20]     0.324856 -3.56069e-006
F_rate[21]     0.236271 2.81835e-005
F_rate[22]     0.256595 1.90319e-005
F_rate[23]      0.29856 2.65929e-005
F_rate[24]     0.251523 3.08479e-005
F_rate[25]     0.304864 1.86881e-005
F_rate[26]     0.251365 8.75175e-006
F_rate[27]      0.35236 -3.94112e-006
F_rate[28]     0.429722 -4.27994e-006
F_rate[29]     0.358523 -6.00045e-006
F_rate[30]     0.357564 -2.91898e-005
Q_parm[1]     -7.96892 -1.37216e-005
selparm[1]      2.02092 5.39602e-005
selparm[2]      3.19307 1.85994e-005
selparm[3]      1.49108 -6.09149e-006
selparm[4]      1.55148 -2.51719e-006
