ParName   Value   Gradient
SR_parm[1]       6.8762 -4.1813e-005
recdev_early(-11)     -0.05714 -4.15019e-006
recdev_early(-10)    0.0325514 -2.65697e-006
recdev_early(-9)     0.175326 -6.36648e-007
recdev_early(-8)   -0.0865182 -1.71692e-006
recdev_early(-7)  -0.00283077 -1.91144e-006
recdev_early(-6)    -0.128763 -2.57735e-006
recdev_early(-5)     0.142459 -2.04235e-006
recdev_early(-4)     0.111463 -2.0572e-006
recdev_early(-3)   -0.0573534 -2.51029e-006
recdev_early(-2)    0.0369213 -1.21875e-006
recdev_early(-1)  -0.00220293 -2.6425e-006
recdev_early(0)   -0.0174663 -2.65492e-006
recdev1(1)    -0.136421 2.01506e-006
recdev1(2)    -0.111861 2.91075e-006
recdev1(3)    -0.235745 4.27272e-006
recdev1(4)    0.0695388 4.31309e-006
recdev1(5)     0.277222 6.36456e-006
recdev1(6)     0.012862 5.04253e-006
recdev1(7)    0.0103115 4.98911e-006
recdev1(8)     -0.10296 6.05276e-006
recdev1(9)       0.1483 5.04398e-006
recdev1(10)     0.368129 9.08319e-006
recdev1(11)    0.0190052 4.86539e-006
recdev1(12)    -0.314353 3.59949e-006
recdev1(13)   -0.0617392 5.44011e-006
recdev1(14)    0.0564616 3.58016e-006
recdev1(15)     0.298456 7.60129e-007
recdev1(16)    0.0550585 -1.64013e-006
recdev1(17)    0.0245741 -4.3576e-006
recdev1(18)    0.0590403 -5.27521e-006
recdev1(19)    -0.274594 -1.37302e-006
recdev1(20)    -0.206594 -2.22932e-006
recdev1(21)     0.541796 -2.28394e-005
recdev1(22)     -0.22715 -6.69924e-006
recdev1(23)   0.00882256 -1.00343e-005
recdev1(24)   -0.0920926 -1.05215e-005
recdev1(25)    -0.156563 -7.86017e-006
recdev1(26)   -0.0919799 -6.23216e-006
recdev1(27)   -0.0223903 -4.5839e-006
recdev1(28)    0.0578976 2.11367e-006
recdev1(29)     0.019694 5.52857e-006
recdev1(30)   0.00727226 7.27528e-006
init_F[1] 9.10258e-008 -1.23807e-007
F_rate[1]    0.0089826 -5.84372e-007
F_rate[2]    0.0263405 1.39852e-006
F_rate[3]    0.0433279 -3.20338e-006
F_rate[4]    0.0594035 -1.27088e-006
F_rate[5]    0.0473572 -1.25543e-007
F_rate[6]    0.0846792 -5.55826e-007
F_rate[7]    0.0857058 -7.67103e-007
F_rate[8]     0.181997 -1.70429e-007
F_rate[9]     0.105289 5.21898e-007
F_rate[10]     0.129421 3.97885e-008
F_rate[11]     0.148142 -7.7499e-007
F_rate[12]     0.157078 -1.12296e-007
F_rate[13]     0.113045 6.79972e-007
F_rate[14]     0.165075 1.10032e-006
F_rate[15]     0.175881 1.19125e-006
F_rate[16]     0.158759 1.26691e-006
F_rate[17]     0.309678  2.1929e-006
F_rate[18]     0.252587 2.05855e-006
F_rate[19]     0.249356 2.13855e-006
F_rate[20]     0.240805 1.68177e-006
F_rate[21]     0.332007 1.60326e-006
F_rate[22]      0.23783 2.87495e-006
F_rate[23]      0.39186 2.28729e-006
F_rate[24]     0.312796 8.52669e-007
F_rate[25]     0.306603 6.59835e-007
F_rate[26]     0.277611 2.09534e-006
F_rate[27]      0.26831 1.59286e-007
F_rate[28]     0.363991 7.20349e-007
F_rate[29]     0.269835 -5.3164e-006
F_rate[30]     0.394512 -6.81071e-006
Q_parm[1]     -7.94491 -5.89087e-007
selparm[1]      1.88563 -5.02458e-006
selparm[2]      2.67707 3.14333e-007
selparm[3]      1.57782 -5.58349e-007
selparm[4]      1.51628 -6.07091e-007
