ParName   Value   Gradient
mean_log_rec      13.7374 -0.000120116
log_Rzero      13.8012 1.93122e-006
rec_dev(-11)    -0.081964 1.14906e-005
rec_dev(-10)   -0.0984533 1.27208e-005
rec_dev(-9)    -0.098153 -3.41097e-006
rec_dev(-8)   -0.0435394  9.3787e-006
rec_dev(-7)    -0.102767 9.39059e-006
rec_dev(-6)     0.067829 1.19917e-005
rec_dev(-5)    0.0809999 5.22927e-006
rec_dev(-4)    0.0810336 1.24218e-005
rec_dev(-3)    0.0475698 1.21934e-005
rec_dev(-2)  -0.00624966 1.28051e-005
rec_dev(-1)     0.145459 9.80672e-006
rec_dev(0)    0.0168305 8.34826e-006
rec_dev(1)   -0.0111473 4.83967e-006
rec_dev(2)      0.32488 9.34866e-006
rec_dev(3)    0.0515476 7.08841e-006
rec_dev(4)   -0.0741641 4.63043e-006
rec_dev(5)     0.377615 7.21658e-007
rec_dev(6)     0.267074 -1.71551e-006
rec_dev(7)     0.016828 -4.47057e-006
rec_dev(8)     0.160269 -9.74006e-006
rec_dev(9)    0.0365854 -1.03222e-005
rec_dev(10)     0.144831 -1.53554e-005
rec_dev(11)     0.104448 -1.88667e-005
rec_dev(12)    -0.107064 -2.52913e-005
rec_dev(13)   -0.0840608 -1.9736e-005
rec_dev(14)   -0.0115677 -3.04695e-005
rec_dev(15)    0.0367521 -3.95719e-005
rec_dev(16)      0.15183 -4.9914e-005
rec_dev(17)     0.137975 -5.90492e-005
rec_dev(18)    -0.304416 -5.05074e-005
rec_dev(19)    -0.144438 -8.33168e-005
rec_dev(20)    -0.363119 -8.99368e-005
rec_dev(21)    0.0847615 -0.000193333
rec_dev(22)    0.0355268 -0.000250212
rec_dev(23)     -0.22612 -0.000249306
rec_dev(24)    -0.355512 -0.000272175
rec_dev(25)   -0.0514022 -0.000428222
rec_dev(26)    -0.447195 -0.000302626
rec_dev(27)    -0.283797 -0.000325696
rec_dev(28)    -0.193578 -0.000257202
rec_dev(29)     -0.13228 -0.000139905
rec_dev(30)    -0.270048 -2.99161e-005
fmort(1,1)   0.00930334  0.000268307
fmort(1,2)    0.0270597 -6.02681e-005
fmort(1,3)    0.0443259 5.21198e-006
fmort(1,4)    0.0608983 1.99924e-005
fmort(1,5)    0.0479357 -1.05535e-005
fmort(1,6)    0.0869038 6.04912e-006
fmort(1,7)    0.0878124  2.8021e-005
fmort(1,8)     0.184623 4.56504e-005
fmort(1,9)      0.10833 -2.1236e-005
fmort(1,10)     0.132957  9.6877e-006
fmort(1,11)     0.151659 1.34857e-005
fmort(1,12)     0.161181 9.78705e-006
fmort(1,13)     0.117183 1.53907e-006
fmort(1,14)     0.171203 1.76457e-005
fmort(1,15)     0.182814 8.36199e-006
fmort(1,16)     0.163557 -6.61821e-006
fmort(1,17)     0.323917 1.59483e-005
fmort(1,18)     0.262085 2.86271e-007
fmort(1,19)     0.257068 -1.27214e-007
fmort(1,20)     0.252991 3.18094e-005
fmort(1,21)     0.351313   5.116e-005
fmort(1,22)     0.258944  5.4702e-005
fmort(1,23)     0.419468 8.29331e-005
fmort(1,24)     0.344385 8.13295e-005
fmort(1,25)     0.337031 9.91109e-005
fmort(1,26)     0.305342 7.62836e-005
fmort(1,27)     0.295081 5.48534e-005
fmort(1,28)     0.409131 2.06876e-005
fmort(1,29)     0.309015  -0.00012385
fmort(1,30)      0.47478 -0.000299204
logsel_slope_fsh[1](1)    0.0215335  -2.544e-006
sel50_fsh[1](1)      1.98512 -1.00775e-005
rec_dev_future(31)            0            0
rec_dev_future(32)            0            0
rec_dev_future(33)            0            0
rec_dev_future(34)            0            0
rec_dev_future(35)            0            0
log_q_ind[1]     -14.8689 -1.7059e-006
logsel_slope_ind[1](1)     0.697937 1.50007e-008
sel50_ind[1](1)      1.49563 5.67171e-006
repl_F     0.115915  4.7507e-007
