ParName   Value   Gradient
SR_parm[1]      6.85901 -0.000360454
recdev_early(-11)    0.0368634 -3.20693e-005
recdev_early(-10)    -0.243913 -9.98837e-006
recdev_early(-9)     0.163422 -1.69765e-005
recdev_early(-8)     0.185296 -1.21379e-005
recdev_early(-7)   -0.0756693 -2.71368e-005
recdev_early(-6)    -0.082469 -4.25276e-005
recdev_early(-5)   -0.0141046 -3.18084e-005
recdev_early(-4)    0.0333744 -2.80091e-005
recdev_early(-3)    0.0850151 -4.41519e-005
recdev_early(-2)    0.0773915 -4.68927e-005
recdev_early(-1)   -0.0474416 -5.02452e-005
recdev_early(0)     0.113615 -5.10672e-005
recdev1(1)   -0.0521287 7.64329e-006
recdev1(2)    -0.393405 2.34347e-005
recdev1(3)    -0.445821 2.36318e-005
recdev1(4)    -0.887938 1.39535e-005
recdev1(5)     0.358173 1.66058e-005
recdev1(6)     0.516912 2.08105e-005
recdev1(7)    -0.265342 7.27077e-005
recdev1(8)     0.882702 6.08148e-005
recdev1(9)     0.737891 8.31726e-006
recdev1(10)    -0.300233  4.9787e-005
recdev1(11)    -0.575556 5.53838e-005
recdev1(12)    -0.295171 4.27697e-005
recdev1(13)      0.21169 1.89747e-005
recdev1(14)    -0.401171 3.31678e-005
recdev1(15)    -0.136825  1.1572e-005
recdev1(16)     0.174768 -5.53673e-006
recdev1(17)     0.585873 -1.45961e-005
recdev1(18)     0.406765 -1.81927e-005
recdev1(19)     0.660398 -5.13042e-005
recdev1(20)     0.387938 -1.77312e-005
recdev1(21)    -0.752035 -7.41232e-006
recdev1(22)      0.52178 -0.000123407
recdev1(23)     -0.15704 -5.44853e-005
recdev1(24)   -0.0191335 -7.04578e-005
recdev1(25)      0.23362 -0.000141043
recdev1(26)    -0.679167 -1.28526e-005
recdev1(27)    -0.284418 -2.71904e-005
recdev1(28)    -0.832523  2.6607e-005
recdev1(29)     0.792862 1.03892e-005
recdev1(30)   0.00653429 4.74965e-005
init_F[1]  8.0246e-007  -1.034e-007
F_rate[1]    0.0089732 -1.34351e-005
F_rate[2]    0.0261481 7.02703e-006
F_rate[3]    0.0427977 -4.78493e-006
F_rate[4]    0.0582802 -1.91509e-005
F_rate[5]    0.0469884 -2.26203e-005
F_rate[6]    0.0846643 -3.64942e-005
F_rate[7]    0.0854527 -2.55656e-005
F_rate[8]     0.179972 -2.25722e-005
F_rate[9]     0.106812 -3.62519e-005
F_rate[10]     0.129271 -1.42653e-005
F_rate[11]     0.146032 5.65673e-006
F_rate[12]     0.156437 8.85736e-007
F_rate[13]     0.113431 1.21563e-005
F_rate[14]     0.164042 9.24973e-006
F_rate[15]     0.175497 1.56605e-005
F_rate[16]     0.155203 1.77932e-005
F_rate[17]     0.299762 7.33032e-006
F_rate[18]     0.241381 5.02692e-006
F_rate[19]     0.240807 2.78475e-006
F_rate[20]     0.238861  4.7385e-006
F_rate[21]     0.333614 1.63028e-005
F_rate[22]     0.246658 2.17286e-005
F_rate[23]     0.413331 2.59362e-005
F_rate[24]     0.342875 1.70351e-005
F_rate[25]     0.345867 1.33942e-005
F_rate[26]     0.316441 1.95008e-005
F_rate[27]     0.315911 2.63498e-005
F_rate[28]     0.443341 2.19276e-005
F_rate[29]      0.34411 -1.14122e-005
F_rate[30]      0.52781 -5.61823e-005
Q_parm[1]     -8.01614 -1.73529e-006
selparm[1]      1.92842 -4.73003e-005
selparm[2]      2.90205 -4.18627e-007
selparm[3]      1.47175 2.00064e-006
selparm[4]       1.4395 -1.61381e-006
