ParName   Value   Gradient
SR_parm[1]      7.07924 -2.23371e-005
recdev_early(-11)     0.130952 1.07334e-005
recdev_early(-10)     0.146062 2.45773e-006
recdev_early(-9)    0.0110544 1.73873e-006
recdev_early(-8)    0.0215124 1.52097e-006
recdev_early(-7)   -0.0208372 -4.46448e-006
recdev_early(-6)    -0.305826 -5.0999e-006
recdev_early(-5)    -0.151941  1.6791e-006
recdev_early(-4)    -0.113775 5.75766e-006
recdev_early(-3)    -0.107449 -6.31777e-007
recdev_early(-2)     -0.21132 -5.95366e-006
recdev_early(-1)   -0.0954608 -7.86375e-006
recdev_early(0)    -0.138719 -1.33056e-005
recdev1(1)     0.462126 -1.12029e-005
recdev1(2)    -0.137537 -1.19783e-005
recdev1(3)    -0.329888 -1.24826e-005
recdev1(4)     0.174021 -1.2746e-005
recdev1(5)     0.358858 -1.93169e-005
recdev1(6)     0.487788 -1.29141e-005
recdev1(7)     0.239986 -1.23261e-005
recdev1(8)   -0.0448215 -6.64282e-006
recdev1(9)    -0.487447 2.66529e-006
recdev1(10)     0.550776 -2.1905e-005
recdev1(11)     0.066192 -2.93228e-006
recdev1(12)   -0.0656254 5.54009e-006
recdev1(13)   0.00822189 5.13487e-006
recdev1(14)    -0.568748 1.67752e-005
recdev1(15)     0.332172 1.56032e-005
recdev1(16)     -0.27254 9.70961e-006
recdev1(17)    -0.200991 9.31275e-006
recdev1(18)    -0.291675 9.80495e-006
recdev1(19)     0.333125 2.73065e-005
recdev1(20)    -0.579265 1.82368e-005
recdev1(21)    -0.564665 -2.06822e-006
recdev1(22)     0.122201 6.30545e-006
recdev1(23)     0.865928 1.21528e-005
recdev1(24)   -0.0894561 -2.84989e-006
recdev1(25)    -0.205188 -6.13875e-006
recdev1(26)    -0.165113 -6.69617e-006
recdev1(27)     0.160017 -3.73554e-006
recdev1(28)    -0.121774 1.33492e-007
recdev1(29)  -0.00595109 4.16297e-006
recdev1(30)   -0.0307289 3.07075e-006
init_F[1]    0.0373544 -1.78247e-006
F_rate[1]    0.0101329 4.53997e-005
F_rate[2]    0.0287729 1.20033e-005
F_rate[3]    0.0472818 4.45327e-006
F_rate[4]     0.063232 6.26079e-007
F_rate[5]    0.0503007 -3.85182e-006
F_rate[6]    0.0909548 -1.11896e-006
F_rate[7]     0.091422 -1.69013e-006
F_rate[8]      0.19193 8.03946e-007
F_rate[9]     0.111955 -6.38758e-007
F_rate[10]     0.137622 1.42722e-006
F_rate[11]     0.155637 -1.74663e-006
F_rate[12]      0.16909 -4.70513e-006
F_rate[13]     0.121687 -6.77736e-006
F_rate[14]     0.176528 -6.17928e-006
F_rate[15]     0.187391 -6.26298e-006
F_rate[16]     0.168791 -6.29215e-006
F_rate[17]     0.330267 -5.16461e-006
F_rate[18]      0.27277 -1.12784e-006
F_rate[19]     0.266128 2.88449e-007
F_rate[20]     0.266723 -1.36791e-006
F_rate[21]     0.379497 -5.67956e-006
F_rate[22]     0.281159  3.1689e-006
F_rate[23]     0.461827 -6.79777e-006
F_rate[24]      0.38025 6.03692e-006
F_rate[25]     0.371628 6.73808e-006
F_rate[26]     0.335424  4.9113e-006
F_rate[27]     0.331682 2.27935e-006
F_rate[28]      0.48129 3.76075e-006
F_rate[29]     0.389342 -5.46446e-006
F_rate[30]     0.628228 -1.65811e-006
Q_parm[1]     -8.06659 2.99327e-007
selparm[1]      2.03041 -2.87568e-006
selparm[2]      2.79401  2.7219e-006
selparm[3]      1.57132 -1.99678e-006
selparm[4]      1.61967 1.28605e-006
