ParName   Value   Gradient
SR_parm[1]       7.0009 -6.56137e-005
recdev_early(-11)   -0.0171037 1.88462e-005
recdev_early(-10)    0.0693565 1.76546e-007
recdev_early(-9)     0.053815 9.53671e-007
recdev_early(-8)    0.0535718 5.05571e-006
recdev_early(-7)    0.0676352 1.34074e-006
recdev_early(-6)    -0.182861 -1.54943e-006
recdev_early(-5)   -0.0224185 7.49375e-006
recdev_early(-4)    -0.110138 4.25109e-006
recdev_early(-3)    0.0504532 1.41568e-005
recdev_early(-2)    -0.148882 1.91844e-006
recdev_early(-1)   -0.0706764 3.98124e-005
recdev_early(0)   -0.0982628 5.19877e-005
recdev1(1)    -0.529816 4.87977e-005
recdev1(2)    -0.388897 5.52591e-005
recdev1(3)    -0.174735 6.94469e-005
recdev1(4)     0.169752 7.26687e-005
recdev1(5)     0.146832 6.22936e-005
recdev1(6)    -0.489521 3.21875e-005
recdev1(7)     0.575252 4.11476e-005
recdev1(8)   -0.0699421 1.87603e-006
recdev1(9)     0.631335 -6.32785e-006
recdev1(10)     0.165871 -1.9589e-005
recdev1(11)     0.509597 -3.25847e-005
recdev1(12)     0.209127 -3.95869e-005
recdev1(13)     0.226815 -4.55078e-005
recdev1(14)     0.422736 -4.21624e-005
recdev1(15)      0.46488 -3.69063e-005
recdev1(16)    -0.464918 -1.0097e-005
recdev1(17)    -0.738351 -1.47272e-005
recdev1(18)     0.269541 -1.98333e-005
recdev1(19)     0.355174 -2.18475e-005
recdev1(20)    -0.319709 -2.96172e-005
recdev1(21)    -0.207626 -5.01826e-005
recdev1(22)   -0.0542706 -4.28099e-005
recdev1(23)    -0.406703 -5.74401e-005
recdev1(24)   -0.0979084 -2.85722e-005
recdev1(25)    -0.563195 -8.01007e-006
recdev1(26)    0.0995115 2.68781e-005
recdev1(27)      0.34806 3.56215e-005
recdev1(28)    0.0515909 1.46975e-005
recdev1(29)    -0.128796 2.60027e-005
recdev1(30)    -0.011684 1.87656e-005
init_F[1]    0.0134883 -4.12793e-006
F_rate[1]   0.00896051 -9.28763e-005
F_rate[2]    0.0259396 -4.62561e-005
F_rate[3]    0.0429018 -2.54593e-005
F_rate[4]    0.0588814 -1.32324e-006
F_rate[5]    0.0469366 -4.16721e-005
F_rate[6]    0.0851102 3.40254e-005
F_rate[7]    0.0874593 5.14116e-005
F_rate[8]     0.184381 -1.79675e-006
F_rate[9]     0.106648 4.72412e-005
F_rate[10]     0.130712 3.46384e-005
F_rate[11]     0.148538 2.82714e-005
F_rate[12]     0.158416 2.14298e-005
F_rate[13]     0.114158 1.45215e-005
F_rate[14]     0.165082 7.76619e-006
F_rate[15]      0.17613 9.78404e-006
F_rate[16]     0.157425 -4.07463e-006
F_rate[17]     0.304671 1.10736e-005
F_rate[18]     0.249853 3.63156e-006
F_rate[19]     0.248409 -1.60698e-006
F_rate[20]     0.246651 -9.29335e-006
F_rate[21]     0.341674 -4.37206e-006
F_rate[22]     0.246562 8.58371e-006
F_rate[23]     0.411547  1.6407e-005
F_rate[24]     0.333383 7.72667e-006
F_rate[25]     0.331005 5.25956e-006
F_rate[26]     0.299372 -6.97646e-006
F_rate[27]     0.291938 -2.9854e-005
F_rate[28]     0.406666 -3.43539e-005
F_rate[29]     0.309664 -2.39593e-005
F_rate[30]     0.466374  3.1664e-005
Q_parm[1]     -8.08944 -4.74384e-006
selparm[1]      1.86859 -2.20681e-005
selparm[2]      2.61064  3.5706e-006
selparm[3]      1.50242  1.4623e-005
selparm[4]      1.34526 -4.96091e-006
