ParName   Value   Gradient
mean_log_rec       13.794 -5.90482e-006
log_Rzero      13.7763 -8.0384e-008
rec_dev(-11)    0.0399184 2.33026e-006
rec_dev(-10)    0.0491765 -2.1385e-006
rec_dev(-9)    -0.259745 -4.75228e-008
rec_dev(-8)     0.140907 -7.46817e-007
rec_dev(-7)     0.160805 -7.4414e-007
rec_dev(-6)    -0.101541 -4.46959e-007
rec_dev(-5)    -0.109149 -1.10034e-006
rec_dev(-4)   -0.0412324 -7.6218e-007
rec_dev(-3)   0.00682636  -8.517e-007
rec_dev(-2)    0.0582354 -1.02099e-006
rec_dev(-1)    0.0504835 -9.32988e-007
rec_dev(0)   -0.0742873 -6.46902e-007
rec_dev(1)    0.0859655 -7.11653e-007
rec_dev(2)   -0.0779814 -3.88563e-007
rec_dev(3)    -0.417971 5.13667e-007
rec_dev(4)    -0.474544 -5.64764e-007
rec_dev(5)    -0.919679 5.47189e-007
rec_dev(6)     0.319877 6.64138e-007
rec_dev(7)     0.472138 1.59422e-006
rec_dev(8)    -0.320367  3.5094e-007
rec_dev(9)     0.823261 2.66468e-006
rec_dev(10)     0.667812 1.56195e-006
rec_dev(11)    -0.371876 1.03923e-006
rec_dev(12)    -0.639663 -1.11871e-007
rec_dev(13)    -0.358266  6.6146e-007
rec_dev(14)     0.140216 5.41593e-007
rec_dev(15)    -0.479182 -1.86655e-007
rec_dev(16)    -0.229226 -2.34975e-007
rec_dev(17)    0.0692389 -4.96939e-007
rec_dev(18)     0.468878 -1.02398e-006
rec_dev(19)     0.258038 -2.30868e-006
rec_dev(20)     0.502268 -5.42373e-006
rec_dev(21)     0.234913 -8.24445e-006
rec_dev(22)    -0.900174 -3.6667e-006
rec_dev(23)     0.370111 -2.14544e-005
rec_dev(24)    -0.309717 -1.4097e-005
rec_dev(25)    -0.215363 -2.00187e-005
rec_dev(26)    0.0217089 -2.94647e-005
rec_dev(27)    -0.916738 -1.04747e-005
rec_dev(28)     -0.53743 -1.24699e-005
rec_dev(29)     -1.09751 -2.48918e-006
rec_dev(30)     0.460882 -8.37017e-006
fmort(1,1)   0.00897711 1.58148e-006
fmort(1,2)    0.0261547 -5.2857e-006
fmort(1,3)    0.0428047 -1.88639e-006
fmort(1,4)    0.0582871 -3.33867e-006
fmort(1,5)    0.0469929 3.06409e-007
fmort(1,6)    0.0846735 4.60285e-008
fmort(1,7)    0.0854652 -5.98294e-007
fmort(1,8)     0.180007 -2.75989e-006
fmort(1,9)     0.106834 -3.8286e-007
fmort(1,10)     0.129297 2.37277e-007
fmort(1,11)     0.146053  1.1863e-006
fmort(1,12)     0.156448 4.53674e-007
fmort(1,13)      0.11343  1.3118e-006
fmort(1,14)      0.16403 -2.19596e-007
fmort(1,15)     0.175475 1.90511e-006
fmort(1,16)     0.155181 1.25837e-006
fmort(1,17)     0.299734 8.47163e-008
fmort(1,18)     0.241393 -1.39487e-006
fmort(1,19)     0.240879 -1.43618e-009
fmort(1,20)     0.238994 3.22135e-006
fmort(1,21)     0.333862 3.44474e-006
fmort(1,22)     0.246849 4.40178e-006
fmort(1,23)     0.413684 6.52766e-006
fmort(1,24)      0.34319 6.34177e-006
fmort(1,25)     0.346191 7.71351e-006
fmort(1,26)     0.316697 9.16582e-006
fmort(1,27)     0.316116 7.89754e-006
fmort(1,28)     0.443609 5.94624e-006
fmort(1,29)     0.344315 -5.29242e-006
fmort(1,30)      0.52814 -2.14549e-005
logsel_slope_fsh[1](1)    0.0146682 9.30664e-008
sel50_fsh[1](1)      1.92895 -7.09333e-007
rec_dev_future(31)            0            0
rec_dev_future(32)            0            0
rec_dev_future(33)            0            0
rec_dev_future(34)            0            0
rec_dev_future(35)            0            0
log_q_ind[1]     -14.9238 -4.82245e-007
logsel_slope_ind[1](1)     0.715137 6.92067e-008
sel50_ind[1](1)      1.47288 1.42189e-006
repl_F     0.189609   9.482e-008
